-17,83,1
-80,-90,-1
-83,-95,-1
66,48,1
40,26,1
94,66,1
36,25,1
-69,18,-1
2,91,1
78,76,1
-91,97,1
75,26,1
33,-42,-1
55,83,1
-71,-76,-1
50,46,1
40,28,1
84,45,1
94,94,-1
23,61,1
-4,-68,-1
89,78,1
-8,-90,-1
52,-75,-1
-51,-17,-1
-41,21,1
57,34,1
82,-42,1
37,67,1
43,86,1
13,73,1
-72,-10,-1
86,-26,1
44,89,1
-37,-37,-1
-38,74,1
60,54,1
85,-92,-1
0,-2,-1
96,-24,-1
12,84,1
-84,-76,-1
-7,67,1
-43,-29,-1
-29,93,1
-67,-51,-1
-5,-20,-1
-45,-34,-1
68,17,1
28,51,1
50,-89,-1
30,-15,1
5,-60,-1
99,88,1
-63,-37,-1
-32,-37,-1
9,41,1
70,-4,1
23,0,1
72,3,-1
-15,-77,-1
44,-45,-1
32,-62,-1
0,63,1
86,-85,-1
24,21,1
83,8,1
-70,-56,-1
-68,-58,-1
-61,41,1
-22,-87,-1
28,39,1
72,99,1
18,-16,-1
37,-93,-1
-34,-35,-1
-51,74,1
29,-14,-1
82,76,1
16,40,1
-38,-12,-1
52,76,1
-42,99,1
17,4,1
1,28,1
4,93,1
-47,-36,-1
46,13,1
-61,-34,-1
-97,54,1
39,-68,-1
-9,50,1
-18,-13,-1
-72,47,1
71,-40,-1
-84,83,1
-94,-74,-1
15,1,1
80,-89,-1
-65,-65,-1
79,28,1
-48,-58,-1
99,-50,1
48,64,1
40,95,1
79,94,1
-31,-3,-1
93,13,-1
25,-40,-1
-53,39,-1
-52,30,1
12,-62,-1
58,-38,-1
85,-85,-1
-93,-16,-1
86,-65,-1
23,65,1
-33,-61,-1
-36,-16,-1
-72,84,1
53,16,1
54,-69,-1
71,2,1
-50,-78,-1
67,-1,1
71,-54,-1
5,-68,-1
-92,-75,-1
-86,52,1
77,-56,-1
-56,31,1
77,-34,1
51,-64,-1
54,44,1
49,36,1
-36,-63,-1
-15,52,1
-24,79,1
36,97,1
-10,-30,-1
84,-36,1
-16,80,1
0,-50,-1
9,-76,-1
36,3,1
60,45,1
-3,57,1
94,-62,-1
-25,41,-1
-45,78,-1
-52,31,1
-98,-58,-1
20,-14,-1
-18,-26,-1
67,68,1
-68,-22,-1
-23,-41,-1
37,-26,-1
-19,-57,-1
-18,34,1
-29,87,1
-68,-50,-1
-53,-95,-1
43,75,1
-99,80,1
73,79,1
85,64,1
69,99,1
89,85,1
46,-76,-1
-68,88,1
-69,-95,-1
-5,26,1
9,-80,-1
62,57,1
84,-56,-1
68,-44,-1
13,-28,1
-55,-50,-1
-88,37,-1
40,31,1
-86,-13,-1
24,32,1
83,78,1
-78,31,-1
-97,94,1
-83,-4,-1
-31,17,1
8,6,1
-73,68,1
79,78,1
-23,-61,-1
-91,-78,-1
59,62,1
95,-13,1
93,25,1
79,20,1
78,34,1
17,56,1
-63,-19,-1
31,42,1
29,-1,1
32,-39,-1
-56,-92,-1
-74,-37,-1
79,-45,1
-97,-5,-1
-14,-39,-1
-54,-3,-1
-6,64,1
-45,42,1
-79,-75,-1
87,31,1
84,-70,-1
-82,-56,-1
-42,-9,-1
-83,-55,-1
-40,70,-1
-66,-54,-1
-39,-74,-1
-33,-84,-1
94,61,1
38,-28,-1
-91,84,1
84,-78,-1
-1,26,1
-71,-38,-1
21,-47,-1
72,-76,-1
-6,-20,-1
-77,30,-1
-23,-64,-1
-63,-27,-1
99,-12,1
33,4,1
27,-79,-1
-90,22,-1
-51,31,1
15,49,1
99,-32,1
59,-6,1
-36,-9,-1
56,85,1
-71,91,1
-19,-27,-1
-98,7,-1
-46,14,-1
-53,46,1
-38,-42,-1
23,70,1
50,-94,-1
-69,60,1
-57,92,1
96,54,1
37,60,1
-39,76,1
-4,48,-1
-23,-91,-1
-75,59,1
92,-28,1
-93,-85,-1
-77,36,-1
-78,14,-1
-78,-24,-1
13,-8,-1
-58,22,-1
-95,-1,-1
57,-63,-1
-67,86,1
-85,65,1
-30,80,1
4,11,1
-37,97,1
-94,-29,-1
-7,33,1
11,-91,-1
-95,82,1
-46,64,1
38,-40,-1
16,76,1
27,96,1
-65,-34,-1
16,-28,-1
-77,-74,-1
16,16,1
-42,-82,-1
60,25,1
12,-53,-1
54,61,-1
87,-24,1
-31,54,1
-48,-49,-1
54,58,1
-60,-80,-1
-60,87,1
-86,-68,-1
-75,-30,-1
-20,-16,-1
39,-81,-1
-51,-28,-1
8,7,-1
93,6,1
47,-61,-1
-26,-23,-1
1,-98,-1
88,-51,-1
-16,94,1
-89,-47,-1
5,32,-1
-3,-64,-1
-42,9,-1
-1,-12,-1
-87,1,-1
-58,-46,-1
18,-19,-1
0,75,1
-53,36,1
-69,75,1
29,-14,1
-42,-74,-1
-87,19,-1
9,-40,-1
22,1,1
-98,31,-1
72,-84,-1
78,85,1
24,30,1
23,-71,-1
14,71,-1
70,-23,1
70,-76,-1
-96,-78,-1
41,-97,-1
88,-24,1
79,93,1
-46,-96,-1
-71,50,1
48,78,1
27,-83,-1
18,14,1
-42,67,1
25,38,1
75,-61,-1
-76,60,1
53,93,1
-2,41,1
-3,-44,-1
-14,14,1
95,-85,-1
-12,-18,-1
-6,39,1
-54,80,1
91,4,1
5,5,1
-73,-50,-1
62,51,1
-40,-8,-1
-82,86,1
-16,48,1
-78,17,-1
-83,-70,-1
-94,9,-1
-96,30,-1
-34,32,1
-26,40,1
-67,14,-1
-38,-74,-1
-42,-99,-1
45,54,1
84,-16,1
93,38,1
-65,-51,-1
-99,-95,-1
56,-6,1
-22,10,1
-3,86,1
-37,32,-1
-63,42,1
57,47,1
-10,62,1
-16,-13,-1
-3,96,1
-89,15,-1
-12,56,1
-1,48,1
32,74,1
59,25,1
28,0,1
43,71,1
59,55,-1
5,36,1
-20,96,1
25,71,1
67,-31,1
94,-41,1
53,-42,-1
90,83,1
12,-57,-1
16,-94,-1
5,-88,-1
-7,97,1
-76,-16,1
-28,28,1
65,9,1
-55,-55,-1
-92,69,1
-49,-55,-1
-60,4,-1
75,-39,-1
29,53,1
12,6,1
-99,-77,-1
-34,-70,-1
91,-30,1
-3,47,1
-8,22,-1
-96,-22,-1
25,-87,-1
-61,23,-1
13,58,1
-64,-68,-1
13,63,1
45,-85,-1
26,29,1
11,-10,-1
-16,36,1
-41,-52,-1
-56,-61,-1
-95,27,-1
-72,80,1
-58,-24,-1
12,72,-1
-88,17,-1
62,45,1
-41,18,-1
0,73,1
-48,-38,-1
79,-76,-1
-85,-16,-1
-44,15,-1
-7,-63,-1
89,55,1
-57,-1,-1
-68,-82,-1
-99,-31,-1
-68,90,1
55,-92,-1
-63,-79,-1
69,-99,-1
-73,50,1
66,-92,-1
-44,45,1
-78,-91,-1
93,-6,1
-83,4,-1
-67,68,1
26,30,1
-78,-62,-1
-97,-82,-1
64,-30,1
-71,-15,-1
-87,57,-1
-45,-16,-1
80,-46,-1
-45,86,1
19,78,1
-19,40,1
-77,-94,-1
61,48,1
52,68,1
-44,-31,-1
66,38,1
80,-34,1
-57,85,-1
98,-64,-1
-94,69,1
-36,-33,-1
-76,-81,-1
0,50,1
-69,-44,-1
-53,-62,-1
-19,-97,-1
57,8,1
52,44,1
20,-19,-1
47,55,1
37,63,1
-8,4,1
87,29,1
-83,22,-1
41,-64,-1
3,-78,-1
93,-80,-1
-59,-94,-1
99,-78,-1
45,8,1
35,35,1
40,4,-1
49,-67,-1
-25,-84,-1
-92,-97,-1
-12,-14,1
-77,-52,-1
81,84,1
-29,-52,1
-19,71,1
74,38,1
74,94,1
85,82,1
22,24,1
-58,69,1
61,29,1
48,45,1
-73,-20,-1
33,-23,1
-97,66,-1
78,58,1
92,41,-1
-96,95,1
-38,-50,-1
74,92,1
-26,65,1
53,-13,1
22,35,1
-31,-32,-1
-26,46,1
4,-97,-1
-69,-93,-1
54,83,1
-51,76,1
-78,19,-1
-57,59,1
96,-73,-1
-21,-33,-1
23,99,1
63,65,1
-80,-17,-1
24,13,1
59,84,1
-27,80,1
-35,39,1
30,-22,-1
19,-51,-1
39,34,-1
20,-45,-1
94,-58,-1
90,-29,1
97,30,1
-55,6,-1
88,39,1
-4,-36,-1
49,54,1
77,-5,1
-83,22,-1
-74,-78,-1
87,-15,1
97,77,1
-41,-75,-1
-39,-96,-1
53,38,1
-55,66,1
55,77,1
-61,-72,-1
-32,-86,1
-15,-42,-1
51,77,1
73,59,1
64,-77,-1
-35,-4,-1
9,0,1
64,-40,-1
-7,-6,-1
8,70,-1
-89,14,-1
-47,-54,-1
42,90,1
72,84,1
63,66,1
-31,15,1
-14,27,1
-80,-8,-1
-17,27,1
-54,10,-1
87,85,1
32,70,1
41,68,1
-51,-29,-1
-20,10,1
-11,43,1
-27,26,1
-9,19,1
9,86,1
-26,35,1
37,94,1
37,-98,-1
-84,47,-1
40,67,1
-64,32,1
2,34,1
94,-25,1
42,-94,-1
84,82,1
-87,-25,-1
73,40,1
-25,-48,-1
-78,70,1
-62,53,1
71,30,1
-65,-31,-1
12,1,1
-5,98,1
81,-30,1
-2,-64,-1
88,-34,1
-62,-39,-1
3,-45,-1
-61,-34,-1
-90,30,-1
60,-8,1
-93,-6,-1
-46,-84,-1
2,45,1
-70,54,1
-4,-29,-1
-92,57,1
18,29,1
-97,-6,-1
-78,9,-1
-28,98,1
-90,89,1
-25,-9,-1
32,52,1
-40,-46,-1
-89,7,-1
62,55,1
-70,-13,-1
-77,-22,-1
-28,-42,-1
7,53,1
69,53,1
26,-85,-1
30,59,1
-38,-53,-1
25,42,1
-89,-50,-1
-33,33,1
-62,63,1
59,18,1
89,-88,-1
-22,-11,-1
-56,-8,-1
35,59,1
-39,-60,-1
-54,-6,-1
-96,-27,1
-87,10,-1
85,64,1
57,4,1
15,-83,-1
-78,-76,-1
66,-11,1
-15,-90,-1
16,61,1
-29,-11,-1
85,-55,-1
-83,-78,-1
-31,47,1
36,-73,1
-55,64,1
58,-84,-1
68,-44,-1
84,35,1
63,-39,-1
5,51,1
-23,-92,-1
89,35,1
30,-8,1
-37,-6,-1
69,20,1
57,86,1
30,62,1
-64,82,1
56,67,1
75,20,1
-9,-33,-1
14,2,1
22,66,1
18,49,1
35,-36,-1
14,31,1
-2,-83,-1
-53,31,1
-37,4,-1
4,87,-1
67,1,1
-7,74,1
86,74,1
-18,-23,-1
63,17,1
16,-6,1
-8,-3,-1
-25,54,1
-68,-21,-1
21,-77,-1
73,-43,-1
58,36,1
-18,51,1
-30,-5,-1
59,63,1
-89,79,1
46,-46,-1
-23,54,1
92,19,1
89,22,1
28,73,1
5,99,1
61,-69,-1
53,-45,-1
84,4,1
-13,88,1
62,46,1
-52,-23,1
-11,-87,-1
38,-57,-1
52,63,1
84,-66,-1
9,59,1
86,54,1
60,-34,-1
-84,98,1
94,-78,-1
15,-30,-1
13,11,1
79,87,1
83,-90,-1
-1,-77,-1
63,-61,-1
-36,49,1
63,10,-1
-45,-16,-1
64,-32,1
99,-51,-1
-70,96,1
-94,76,1
-67,7,-1
69,47,1
94,65,1
-16,-22,-1
84,-88,-1
64,50,1
93,-1,1
-12,-12,-1
23,58,1
-40,-35,-1
47,0,1
-63,69,1
67,95,1
-62,-9,1
92,77,1
83,14,1
-74,14,-1
-50,-27,-1
13,3,1
-37,36,1
-63,20,-1
-4,2,1
22,-30,1
54,57,1
-52,-12,-1
-19,8,-1
86,-13,1
-60,33,1
-69,-86,-1
-37,-23,-1
36,10,1
26,9,1
-24,-18,1
-64,-83,-1
-60,-12,-1
-49,47,1
24,24,1
7,-34,-1
-34,-82,-1
-23,34,1
29,57,1
-73,38,1
9,-79,-1
-86,-55,-1
3,58,1
-99,-19,-1
91,16,1
11,62,1
80,19,1
6,24,1
25,-58,-1
87,44,1
76,4,1
-41,-52,-1
-14,48,1
-3,-68,-1
